CodigoExterno,Nombre,CodigoEstado,FechaCierre
1336-21-LP25,SUMINISTRO Y ACOPIO MATERIAL PETREO BAJO 2” “RUTAS V-360 Y V-446 - DVLL ,5,2025-10-16 12:16:00
1336-22-LP25,SUMINISTRO Y ACOPIO MATERIAL PETREO CHANCHADO “RUTAS V-360 Y V-446 - DVLL ,5,2025-10-16 15:00:00
1336-23-LP25,SUMINISTRO Y ACOPIO MATERIAL PETREO CHANCHADO RUTA V-728- DVLL,5,2025-10-16 15:00:00
1337-32-LE25,Servicio de Reparación Balsa Rio Palena 10U-LSNY-039,5,2025-10-13 15:01:00
1339163-14-LE25,Serv. de Capacitación Cultura Organizacional,5,2025-10-13 16:00:00
1339542-11-LE25,PRODUCCIÓN INTEGRAL SEMINARIO HUELLAS,5,2025-10-10 19:00:00
1339542-9-L125,TASACIÓN COMERCIAL DE INMUEBLE,5,2025-10-10 18:00:00
1340-31-LR25,SUMINISTRO DE MEZCLA ASFALTICA EN CALIENTE ,5,2025-10-27 17:27:00
1340-62-LP25,Adquisición transporte y descarga a piso de vigas metálicas  para reconstrucción de puentes en T-679  Cruce Ruta 5 Pichirropulli – Regina y T-470 Cruce T-800 Hueicolla- Quitaluto Provincia del Ranco - Dirección de Vialidad - Región de los Ríos.,5,2025-10-06 19:47:00
1344140-4-LQ25,PLANES DE DESARROLLO AGROPECUARIOS SOSTENIBLES,5,2025-10-06 18:39:00
1346279-9-LP25,ADQ. E INSTALACIÓN DE EQUIPO DE INSPECCIÓN P02 MNN,5,2025-10-22 15:00:00
1346281-5-LP25,MANTENIMIENTO DE SSHH DEL IP IRC IQQ,5,2025-10-15 15:01:00
1346283-10-LE25,FABRICACIÓN TABLERO ELECTRICO,5,2025-10-07 15:00:00
1346283-9-LQ25,EJECUCIÓN DE PROGRAMAS LEY 20.084 REGION ATACAMA,5,2025-10-20 15:01:00
1346284-4-LR25,EJECUCIÓN PROGRAMAS LEY 20.084 ANTOFAGASTA,5,2025-10-20 15:01:00
1346284-5-LE25,MANTENCION Y REPARACION EDIFICIOS ANTOFAGASTA,5,2025-10-13 15:01:00
1346350-20-LE25,SERV. PRODUCCIÓN DE EVENTO MEDIA MARATÓN 21K,5,2025-10-07 15:30:00
1347870-28-LE25,ADQUISICION CAMILLAS MEMO 526 RES.2932,5,2025-10-06 15:28:00
1347870-31-LE25,ADQUISICION GRUPO GENERADOR INSONORIZADO MEMO 463,5,2025-10-06 15:53:00
1347870-40-LE25,ADQUISICIION BALANZA PARA SILLAS M.539 RES.2932,5,2025-10-06 15:53:00
1347870-41-LE25,ADQ. INS. REHABILITACION MEMO 514 RES.2917,5,2025-10-06 15:56:00
1347870-46-LE25,SER.CARRITOS ALIMENTOS MEMO 1092 AGL,5,2025-10-10 13:25:00
1350-11-LE25,SERVICIO HABILITACIÓN-CERTIFICACIÓN PUNTOS DE RED,5,2025-10-06 20:00:00
1350296-109-LP25,CONVENIO DE SUMINISTRO BOLSAS ASPIRACIÓN QUIRURGICAS Y ACCESORIOS PARA EL HOSPITAL DE ALTO HOSPICIO POR  24 MESES,5,2025-10-21 15:01:00
1350296-110-LR25,CONVENIO DE SUMINISTRO DE MEDIOS DE CONTRASTE PARA EL HOSPITAL DE ALTO HOSPICIO POR 24 MESES,5,2025-10-09 15:00:00
1350296-113-LP25,CONVENIO SUMINISTRO POR PRESTACIÓN DE SERVICIOS DE PREVENCIÓN Y CONTROL DE PLAGAS PARA EL HOSPITAL ALTO HOSPICIO POR 24 MESES,5,2025-10-06 15:00:00
1350296-125-L125,ADQUISICION DE INSUMOS LABORATORIO DENTAL PARA LA UNIDAD BODEGA DE MEDICMANETOS DEL HOSPITAL ALTO HOSPICIO,5,2025-10-10 15:00:00
1350296-35-LR25,CONVENIO DE PRESTACIÓN DE SERVICIO DE ASEO GENERAL Y LIMPIEZA PARA LAS DEPENDENCIAS DEL HOSPITAL ALTO HOSPICIO POR 36 MESES,5,2025-10-06 15:00:00
1352-8-LE25,Reparacion de techumbres en oficinas de Registro Civil,5,2025-10-08 15:00:00
1353-6-LP25,SERVICIO DE REPARACION DE INMUEBLES ,5,2025-10-15 15:00:00
1353712-19-L125,PRODUCCIÓN PARA LA EJECUCIÓN DE ACTIVIDADES DE DIFUSIÓN PATRIMONIAL ULTIMO TRIMESTRE 2025 Y VERANO 2026,5,2025-10-07 12:00:00
1357055-2-LR25,CONVENIO DE SUMINISTRO DE TEST DE QUÍMICA CLÍNICA ENDOCRIONOLOGÍA E INMUNOQUÍMICA POR TEST REPORTADO ASOCIADO A EQUIPAMIENTO Y UN SISTEMA INFORMÁTICO DE LABORATORIO CLÍNICO INTEGRAL” PARA EL HOSPITAL PROVINCIAL DE OVALLE,5,2025-10-10 15:25:00
1359-11-LE25,adquisición elementos de seguridad Vial,5,2025-10-09 12:15:00
1360-5-LE25,SERVICIO DE HABILITACIÓN DE ESPACIOS DE ESPERA INFANTIL DE LAS OFICINAS DE LA DIRECCIÓN REGIÓN METROPOLITANA ,5,2025-10-06 15:00:00
1369-4-O125,GLOBAL DE CAMINOS A SERIE DE P.U. Y SUMA ALZADA,5,2025-11-03 18:00:00
1371-5-LQ25,Seguro enfermedades exóticas para aves,5,2025-10-15 20:00:00
1375735-14-LE25,Adquisición de licencias informáticas para SLEP,5,2025-10-15 15:01:00
1375746-4-LE25,SERVICIO DE CONSULTORA RECLUTAMIENTO SLEP ACONCAGU,5,2025-10-10 10:10:00
1375756-8-LR25,SERVICIO DE TRANSPORTE ESCOLAR,5,2025-10-27 17:30:00
1375757-3-LR25,SERVICIO TRANSPORTE ESCOLAR PRIMER SEMESTRE 2026,5,2025-10-23 17:00:00
1375758-2-LP25,SERVICIO DE ASEO Y SUMINISTRO DE PRODUCTOS,5,2025-10-16 16:30:00
1375761-8-LP25,SERVICIO DE INTERNET Y TELELEFONÍA IP,5,2025-10-10 09:00:00
1376-38-LE25,FRUTAS Y VERDURAS PARA EL CDP DE VALLENAR PARA LOS MESES DE OCTUBRE A DICIEMBRE 2025,5,2025-10-07 15:03:00
1376-39-LE25,COMPRA DE PAN FRESCO CCP DE CHAÑARAL DESDE OCTUBRE 2025 A MARZO 2026 ,5,2025-10-06 15:00:00
1377068-11-L125,SERVICIO DE CREACIÓN SITIO WEB PARTICIPA LO BARNECHEA SERVICIOS,5,2025-10-06 15:00:00
1377068-12-LE25,SERVICIO DE MONITOREO Y GESTIÓN INTEGRAL DE FLOTA,5,2025-10-06 15:00:00
1377-3-LE25,OBRAS MENORES PARA EL CDPR BIOBÍO Y BODEGA HUALPEN,5,2025-11-03 15:01:00
1380-258-LR25,PPTA 440-25 ADQ INSUMOS ESTUDIOS ELECTROFISIOLOGICOS Y ABLACIONES CON SOPORTE DE MAPEO ELECTROANATÓMICO,5,2025-10-15 15:00:00
1380-274-LE25,Propuesta Pública Nº 458 del 2025 denominada “ADQUISICIÓN DE LÁMPARA QUIRÚRGICA Y SILLÓN QUIRÚRGICO”,5,2025-10-06 15:00:00
1380-275-LE25,Propuesta Pública Nº 459 del 2025 denominada “ADQUISICIÓN DE HOLTER Y DESFIBRILADOR”,5,2025-10-13 15:01:00
1380-276-LE25,PPTA 460-25 ADQ LENTES MONOFOCALES,5,2025-10-07 15:00:00
1380-277-LR25,PPTA 453-25 ADQ DE KIT VALVULOPLASTIA PERCUTANEA,5,2025-11-03 15:01:00
1380-278-LQ25,PPTA 406-25 ADQ DE MICOFENOLATOS,5,2025-10-13 15:01:00
1380-279-LQ25,PPTA 407-25 ADQ DE DARATUMUMAB,5,2025-10-13 15:01:00
1380-280-LQ25,PPTA 405-25 ADQ DE IPILIMUMAB,5,2025-10-13 15:01:00
1380-281-LQ25,PPTA 408-25 ADQ PASIREOTIDA PAMOATO,5,2025-10-13 15:01:00
1388961-77-LE25,Servicio de Auditoria Financiera Externa,5,2025-10-07 12:00:00
1388961-78-LE25,Servicio de Aseo para Fines de Semana y Festivos,5,2025-10-29 12:00:00
1388961-81-LE25,Contrato Suministro Provisión Aplicación Pintura,5,2025-10-17 12:00:00
1388961-83-LR25,Arriendo de Flota de Vehículos Autopista Segura.,5,2025-10-13 16:00:00
1388961-85-LE25,Provisión e Instalación de Generadores Eléctricos,5,2025-10-10 12:00:00
1388961-86-LP25,Adquisición de Aeronave No Tripulada tipo VTOL,5,2025-10-17 12:00:00
1388961-87-LE25,Desarrollo de Planificador de Servicios Operativos,5,2025-10-07 12:00:00
1388961-88-CO25,Adquisición de Tablets Operativas,5,2025-10-06 16:00:00
1388961-89-LE25,Servicio de Arriendo y Mantención de Impresoras.,5,2025-10-23 12:00:00
1388961-90-LE25,Capacitación Seguridad Vial y Conducción Operativa,5,2025-10-14 12:00:00
1388961-91-LE25,Estudio Levantamiento Eléctrico Integral - AMSZO,5,2025-10-22 12:00:00
1388961-92-LE25,Fabricación e Instalación de Protección de Puerta.,5,2025-10-30 12:00:00
1388961-93-LE25,Adquisición Chalecos Balísticos para Lo Barnecha,5,2025-10-15 12:00:00
1388961-94-LR25,Adquisición Sistema de Extracción de Información,5,2025-11-05 15:00:00
1388961-95-LE25,Servicio de Transmisión de Video e Imágenes Dron,5,2025-10-27 16:00:00
1389183-55-LE25,SERVICIO TÉCNICO MANTENCIÓN DE INFRAESTRUCTURA EE,5,2025-10-06 17:00:00
1389488-4-LE25,SOFTWARE DE GESTIÓN PRESUPUESTARIA COMPRAS COMETIDOS Y ACTIVO FIJO,5,2025-10-10 17:00:00
1389488-6-LR25,SERVICIO DE TRANSPORTE ESCOLAR PARA LOS ESTUDIANTES PERTENECIENTES AL SLEP LOS ÁLAMOS,5,2025-11-03 17:00:00
1391-25-LE25,CONTRATACION CURSOS DE CAPACITACION SENCE 2025,5,2025-10-08 15:30:00
1391828-10-LQ25,Asistencia e insumos SSRs Región Metropolitana,5,2025-10-10 15:00:00
1391828-14-LR25,Provisión bienes Jornadas con USACH y Consejos Consultivos SSR,5,2025-10-30 14:30:00
1392-21-LP25,Adquisición de tres 03 estaciones meteorológicas,5,2025-10-20 15:00:00
1393575-17-CO25,SERVICIO DE PRODUCCIONES DE EVENTOS,5,2025-10-06 19:51:00
1393575-18-LE25,VIAJES DE PRENSA A REGIONES DE CHILE,5,2025-10-06 16:17:00
1394-4-LE25,TERM. Y HAB. DE RAMPA ESC. SANTA TERESA DE AVILA,5,2025-10-16 15:00:00
1395-15-LR25,Arriendo Sistema de Digitalización de Imágenes de Establecimientos del Servicio de Salud Coquimbo,5,2025-10-10 17:00:00
1395-63-LP25,Adquisición Equipamiento TICS para COSAM Ovalle,5,2025-10-07 17:00:00
1395-64-LQ25,“Contratación servicio de arriendo de  6 máquinas hemodiálisis+ 1 equipo back up+ 6 sillones insumos para 30 pacientes mensuales e insumos para sala de reutilización por un periodo de 24 meses para Hemodiálisis transitoria del Hospital de Vicuña”,5,2025-10-14 17:00:00
1395-65-LE25,Medicamentos Centros de Salud Mental Comunitario,5,2025-10-09 15:00:00
1395835-1-LQ25,Operación Relleno Sanitario Provincia del Huasco,5,2025-10-17 19:52:00
1395865-16-LE25,CONTRATACIÓN SERVICIO DE ACOMODADORES  PARA TEATRO REGIONAL  CERVANTES - CIUDAD DE VALDIVIA,5,2025-10-09 18:00:00
1398-82-LR25,RETIRO TRANSPORTE Y DISPOSICIÓN FINAL RESIDUOS.,5,2025-10-13 15:01:00
1404452-8-LE25,INSTALACIÓN DE FOOD TRUCK SALUDABLE,5,2025-10-08 15:00:00
1405065-13-LE25,Adquisición e inst lavadora y secadora industrial,5,2025-10-16 15:01:00
1407-32-CO25,CCP IQQ SOLICITA SERVICIO DE FUMIGACION PARA 2025,5,2025-10-07 15:30:00
1409-12-LE25,Servicio mejoramientos varios Aeropuerto El Tepual,5,2025-10-16 19:49:00
1409-13-LE25,Adquisición de manta barredora de pista,5,2025-10-10 18:30:00
1409550-1-LP25,SERVICIOS PROFESIONALES AT PMB SUBDERE AMRA 2025,5,2025-10-21 14:00:00
1409-9-LE25,Equipos para el aeropuerto el Tepual,5,2025-10-13 15:05:00
1410-47-L125,DRG AFTA BASES ADMINISTRATIVAS DESTINADAS A LA CONTRATACIÓN DE SEGUROS PERSONALES PARA PENADOS QUE CUMPLAN LA PENA SUSTITUTIVA DE PRESTACIÓN DE SERVICIOS EN BENEFICIO DE LA COMUNIDAD DE LA REGION DE ANTOFAGASTA.,5,2025-10-13 19:20:00
1410-48-L125,ESTADO VERDE - DRG AFTA REQUIERE  INSUMOS MEDICOS,5,2025-10-06 18:35:00
1410-49-CO25,CURSO DE SOLDADURA PROGRAMA SENCE TSP 2025,5,2025-10-07 18:00:00
1410-50-E225,ESTADO VERDE. SERVICIO DE CURSO DE CAPACITACION,5,2025-10-07 09:00:00
1411-26-LQ25,MANTENCIONES PREVENTIVAS Y CORRECTIVAS DE REDES CONTRA INCENDIO 2025,5,2025-10-27 15:30:00
1413-39-LP25,DIRREG LOS LAGOS ADQ. CERCO ELECTRICO CCP OSORNO,5,2025-10-13 16:00:00
1414396-25-LE25,Adquisición de Balones Deportivos y Complementos,5,2025-10-08 15:00:00
1415855-4-LR25,SERVICIOS PROFESIONALES PARA COMITÉ INTERNO - ISL,5,2025-10-17 15:00:00
1415855-5-LQ25,SERVICIOS PROFESIONALES DE SALUD EN APOYO TÉCNICO EN PROCESOS CLÍNICOS Y ADMINISTRATIVOS DEL DEPARTAMENTO DE SALUD DEL ISL,5,2025-10-13 15:01:00
1415858-15-LR25,SERVICIOS PROFESIONALES PARA LA ASESORÍA EN LA GESTIÓN DE RIESGOS PSICOSOCIALES ACOSO Y VIOLENCIA EN EL TRABAJO DIRIGIDA A LOS TRABAJADORES Y ENTIDADES EMPLEADORAS PÚBLICAS Y PRIVADAS ADHERIDAS AL ISL,5,2025-10-17 15:00:00
1415860-4-LR25,SERVICIOS DE BACKOFFICE DIGITACIÓN PREPARACIÓN DE EXPEDIENTES Y REVISIÓN DE ANTECEDENTES LEY N°16.744,5,2025-10-16 15:00:00
1415860-8-LE25,IMPLEMENTACIÓN SISTEMA CONTROL INTERNO Y PCO DIVOP,5,2025-10-14 15:00:00
1415861-5-LE25,MANTENCIÓN PREVENTIVA Y CORRECTIVA CCTV NC ISL,5,2025-10-08 15:00:00
1415861-6-LE25,SERVICIOS DE BODEGAJE EXTERNO DE BIENES Y DOCUMENTACION DEL INMUEBLE TEATINOS N°726 DEL INSTITUTO DE SEGURIDAD LABORAL – NIVEL CENTRAL,5,2025-10-16 15:00:00
1415862-24-LE25,SERVICIOS PROFESIONALES GESTIÓN DE PROYECTOS PMI,5,2025-10-10 15:00:00
1415862-25-LE25,SUSCRIPCIÓN DE SOFTWARE LIFERAY PARA ISL,5,2025-10-09 15:00:00
1415864-4-LP25,SERVICIO DE EJECUCIÓN DE OBRAS PARA NORMALIZACIÓN ELÉCTRICA Y HABILITACIÓN DE CORRIENTES DÉBILES EN DIRECCIÓN REGIONAL DE VALPARAISO.,5,2025-10-09 15:00:00
1417901-5-LE25,JORNADAS DE BIENESTAR Y RECREACIÓN,5,2025-10-06 18:00:00
1417901-6-CO25,SUMINISTRO CONTAINER SALA DE DESCANSO 40 PIES,5,2025-10-16 18:00:00
1417913-26-LR25,SERVICIO DE VIGILANCIA PRIVADA PARA ESTABLECIMIENTOS DE SALUD DEPENDIENTES DE CORMUDESI POR 24 MESES,5,2025-10-06 15:01:00
1417913-41-LR25,CONVENIO DE SUMINISTRO DE CRISTALES ÓPTICOS ARMAZONES Y ESTUCHES PARA LA ÓPTICA MUNICIPAL DE IQUIQUE POR 24 MESES,5,2025-10-10 15:00:00
1417913-63-LE25,CON. SUMINISTROS KITS ANTENAS SATELITALE COMUDESI,5,2025-10-10 13:30:00
1417913-64-LE25,SERVICIO DE CONFECCIÓN DE VESTUARIO INSTITUCIONAL PARA FUNCIONARIOS DE CORMUDESI POR 24 MESES,5,2025-10-10 13:00:00
1417913-75-LE25,“CONVENIO DE SUMINISTRO DE INSUMOS DE CLINICOS PARA ESTABLECIMIENTOS APS Y MUSEO REGIONAL CORMUDESI AÑO 2025,5,2025-10-06 15:01:00
1421-2-LR25,C.S. SERVICIO ARRIENDO CAMIONES ALJIBES,5,2025-11-04 15:00:00
1422051-10-LE25,Servicio de Pintura Cabañas El Tabo Asoc. N1.,5,2025-10-09 19:00:00
1422051-9-LE25,Minicargador con Herramienta Zanjadora,5,2025-10-10 18:30:00
1422259-3-LE25,“PLAN DE DIFUSIÓN EN MEDIOS DE COMUNICACIÓN Y SERV,5,2025-10-06 15:00:00
1422824-19-LP25,CONTRATO DE SUMINISTRO DE INSUMOS PARA ANALISIS DE EXAMENES INMUNOLÓGICOS IFI CON EQUIPAMIENTO EN COMODATO DEL HOSPITAL CARLOS VAN BUREN,5,2025-10-14 16:00:00
1422824-45-LR25,CONTRATO DE SUMINISTRO DE AGUJAS HUBER CON EXTENSOR PARA RESERVORIO IMPLANTADO Y CATÉTER SUBCUTÁNEO CON RESERVORIO PARA SERVICIO DE ONCOLOGÍA DEL HOSPITAL CARLOS VAN BUREN,5,2025-10-24 16:00:00
1422824-54-LP25,CONTRATO DE SUMINISTRO DE INSUMOS PARA ANALISIS DE EXAMENES INMUNOLÓGICOS POR TURBIDIMETRÍA CON EQUIPAMIENTO EN COMODATO DEL HOSPITAL CARLOS VAN BUREN,5,2025-10-14 16:00:00
1422825-766-LP25,CONTRATO SUMINISTRO DE FÓRMULAS Y SUPLEMENTO PARA LA UNIDAD DE SEDILE DEL HOSPITAL CARLOS VAN BUREN,5,2025-10-15 16:00:00
1422830-24-LE25,SUMINISTRO DE TRAJES COMPRESIVOS PARA EL HCVB,5,2025-10-06 16:00:00
1423921-15-LP25,Adquisición de Vigas Metálicas para reconstrucción,5,2025-10-09 11:04:00
1425127-6-LR25,SERVICIO DE SEGURIDAD Y VIGILANCIA INTEGRAL EN REC,5,2025-10-13 20:00:00
1425841-4-LE25,SERV. DE CHIPEO IND. Y GESTIÓN BIOMASA MUNICIPAL,5,2025-10-06 15:00:00
1426037-32-LQ25,SERVICIO CONTROL DE PLAGAS,5,2025-10-15 15:00:00
1426037-33-LE25,ADQUISICIÓN DE LIBROS BIBLIOTECA CENTRO LECTOR,5,2025-10-06 15:00:00
1426038-25-LQ25,Adquisición de lentes ópticos para la UAPO,5,2025-10-14 15:00:00
1426038-30-LQ25,Servicio de mantención de ambulancias,5,2025-10-14 15:00:00
1426039-15-LE25,ADQUISICIÓN DE IMPRESORAS,5,2025-10-06 15:00:00
1426095-3-LR25,EJECUCIÓN PROGRAMAS LEY 20.084 REGIÓN DEL MAULE,5,2025-10-20 15:01:00
1426095-4-LE25,HABILITACIÓN DE DORMITORIOS FEMENINOS OFICINAS Y,5,2025-10-16 15:01:00
1426096-4-LP25,EJECUCION PROGRAMAS LEY 20.084 ÑUBLE,5,2025-10-20 15:01:00
1426098-9-LR25,CONTRATACIÓN DE SERVICIOS ORGANISMOS ACREDITADOS,5,2025-10-20 15:01:00
1426099-8-LR25,SERVICIOS CON ORGANISMOS ACREDITADOS SNRSJ,5,2025-10-20 15:01:00
1426100-3-LR25,EJECUCIÓN PROGRAMAS LEY 20.084 LOS RIOS,5,2025-10-20 15:01:00
1426102-3-LR25,EJECUCIÓN PROGRAMAS LEY 20.084 REGIÓN DE LOS LAGOS,5,2025-10-20 15:01:00
1426103-5-LE25,SERV. DESINSECTACION SANITIZACION Y DESRATIZACION,5,2025-10-13 20:00:00
1426397-25-LR25,PVS - ADQUISICIÓN DE SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA PARA LOS ESTABLECIMIENTOS EDUCACIONALES Y JARDINES INFANTILES DEPENDIENTES DEL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE IQUIQUE,5,2025-10-06 16:00:00
1428-1-LE25,SERVICIO DE TRABAJOS AÉREOS SERNAPESCA-AYSEN-FNDR,5,2025-10-06 15:01:00
1428275-10-LE25,ADQUISICIÓN DE MOBILIARIO,5,2025-10-06 19:00:00
1428-2-LE25,DRONES CON CAMARA TERMICA SERNAPESCA-AYSEN-FNDR,5,2025-10-13 15:30:00
14-29-LE25,ADQUISICIÓN DE INDUMENTARIA PERSONAL E1O2RT,5,2025-10-14 15:00:00
1430525-6-LR25,SERVICIO DE ASEO MANTENCION E INFORMACION SAMORE,5,2025-10-16 20:00:00
1431841-41-LQ25,CONCESIÓN DE ELEMENTOS PUBLICITARIOS.,5,2025-10-07 15:00:00
1431841-42-I225,MEJORAMIENTO BARRIO NUEVA GUANACO RECOLETA,5,2025-10-14 15:00:00
1431841-49-LQ25,PUNTOS DE DESCANSO PARA AGENTES POLINIZADORES,5,2025-10-28 15:00:00
1432083-13-LE25,Mantención General De Servicios Higiénicos EE,5,2025-10-06 15:01:00
1432083-14-LE25,EJECUCIÓN DE TRABAJOS ELÉCTRICOS DE EMERGENCIA,5,2025-10-06 15:01:00
1432083-22-LE25,SOLUCIÓN INUNDACIÓN AGUAS LLUVIA LICEO CAMILO H.,5,2025-10-06 15:01:00
1432083-29-LE25,MANTENCION DE SISTEMA DE AGUA POTABLE SANTA CARLA,5,2025-10-13 15:01:00
1434-15-LE25,MATERIALES MANTENIMIENTO INFRAESTRUCTURA CENTROS RECREACIONALES,5,2025-10-14 15:01:00
1436381-7-LP25,SERVICIO DE ILUMINACIÓN DE FACHADAS DE MUSEOS,5,2025-10-08 20:00:00
1437-13-LE25,ADQUISICIÓN DE JUGUETES DE NAVIDAD 2025 PARA LA COMUNIDAD DE LLANQUIHUE.,5,2025-10-15 15:00:00
1441-3-LE25,EJECUCIÓN DE INTERVENCIONES CONSTRUCTIVAS PROGRAMA,5,2025-10-10 10:00:00
1447790-6-LR25,ADQ. LAVADORAS CONT. PARA ESTERILIZACIÓN PROY. HPC,5,2025-11-14 15:00:00
1447792-3-LR25,Adquisición aceleradores lineales RCASR,5,2025-10-27 15:01:00
1448821-2-LQ25,CONSTRUCCION INFRAESTRCUTURA PRODUCTIVA AYACARA,5,2025-10-15 12:01:00
1448821-3-LQ25,REPOSICIÓN GRADERIAS ESTADIO MUNICIPAL DE CHAITEN,5,2025-10-24 14:00:00
1448821-5-LP25,Mejoramiento Plaza de Armas comuna de Chaiten,5,2025-11-03 15:01:00
1448821-6-LE25,MEJORAMIENTO PLANTA TRATAMIENTO BUILL CHAITEN,5,2025-10-17 14:00:00
1453980-4-LR25,D.R - ADQUISICIÓN EQUIPO DE SEGURIDAD PARA GENCHI.,5,2025-10-10 09:00:00
1455288-15-L125,SERVICIO DE SUMINISTRO DE PAN PARA EL CLUB DE SUBOFICIALES (556/2025),5,2025-10-08 07:30:00
1455288-16-L125,SERVICIO DE SUMINISTRO DE PAN PARA EL CLUB DE CAMPO DE OFICIALES QUINCHAMALI (517/2025),5,2025-10-08 07:30:00
1460278-12-L125,Adquisición de equipamiento digital más instalación y puesta en marcha en el marco del Proyecto USA23991,5,2025-10-07 17:00:00
1461054-12-LQ25,CONVENIO DE SUMINISTRO CONTROL DE PLAGAS,5,2025-10-13 15:01:00
1461054-24-LP25,SUMINISTRO ARTICULOS  ASEO UNIDADES EDUCACIONALES,5,2025-10-06 15:30:00
1461054-25-LP25,SUMINISTRO MATERIAL PEDAGOGICO LICEOS TECNICO PROF,5,2025-10-06 15:30:00
1464-69-LE25,SERVICIO DE VIGILANCIA Y MONITOREO DE ALARMAS,5,2025-10-06 17:00:00
1464-71-LE25,CONVENIO DE SUMINISTRO CARNES ROJAS Y BLANCAS,5,2025-10-13 17:00:00
1464-73-LE25,Medicamentos 2025,5,2025-10-07 16:00:00
1469-203-LR25,ADQUISICION DE CAPA DE NÚCLEO DE RED PARA LA UNIVERSIDAD DE TALCA,5,2025-10-10 18:30:00
1469-205-L125,20-36971 SERVICIO DE MANTENCIONES,5,2025-10-06 15:10:00
1469-206-LE25,PRODUCCIÓN DE FIESTA DE ANIVERSARIO 2025 - UTALCA,5,2025-10-06 20:00:00
1469-207-LE25,SERVICIO ALIMENTACIÓN ANIVERSARIO UTALCA 2025,5,2025-10-06 19:46:00
1469-208-LE25,MOBILIARIO PARA LABORATORIOS - UTALCA,5,2025-10-06 20:00:00
1469-211-LE25,“Cambio de tableros eléctricos campus Talca Univ,5,2025-10-15 18:30:00
1469-212-L125,SERVICIO DE DIFUSION DE OFERTA ACADÉMICA EN MEDIO  ESCRITO CON PRESENCIA NACIONAL  UNIVERSIDAD DE TALCA,5,2025-10-07 15:00:00
1469-213-LP25,ADQUISICIÓN DE MATERIAL PLASTINADO,5,2025-10-21 18:00:00
1469-214-L125,20-37527 INSUMOS PARA LABORATORIO ,5,2025-10-09 13:30:00
1469-215-L125,“SERVICIO DE DIFUSION  EN MEDIO  ESCRITO CON PRESENCIA NACIONAL DE PUBLIREPORTAJE PARA  UNIVERSIDAD DE TALCA”,5,2025-10-10 12:00:00
1477-14-LE25,Habilitación de oficinas CAJS Puente Alto,5,2025-10-09 19:00:00
1477-17-L125,Adquisición de discos duros destinados a la expansión del almacenamiento del sistema HPE MSA 2050 SAN actualmente en operación en la infraestructura tecnológica de la CAJRM,5,2025-10-08 19:00:00
1477-20-LE25,Compra de Equipos computacionales CAJRM,5,2025-10-09 19:00:00
1477-21-LE25,Habilitación de oficinas NAD RM Sur CAJMETRO,5,2025-10-08 19:00:00
1477749-2-LR25,CONSERVACION ESCUELA CHILHUE COMUNA DE QUEILEN,5,2025-10-10 15:31:00
1479098-8-L125,PTR N°585 - SUMINISTRO INSTALACION REVISION MANTENCION Y CERTIFICACION DE PUNTOS DE ANCLAJE Y LINEA DE VIDA HORIZONTAL EN EDIFICIO CCV.,5,2025-10-08 10:00:00
1479098-9-L125,PTR N°584 - SERVICIO DE REPOSICION DE REJILLA PEATONALES EN AVEDIDA ALONSO DE CORDOVA,5,2025-10-08 10:30:00
1479359-1-LP25,GESTOR DE CAMPAÑAS PARA COBRANZAS DEL INDAP,5,2025-10-13 15:30:00
1480067-8-L125,PTR N°S-176 - SERVICIO DE TAXIS PARA TRASLADO DE USUARIOS Y FUNCIONARIOS EN CONTEXTO DE ATENCION DESDE Y HACIA INSTITUCIONES DE SALUD.,5,2025-10-07 12:00:00
1480972-1-LR25,Mantenimiento reparación y atención de emergencias,5,2025-11-10 16:00:00
1481459-1-LE25,Inspección técnica de obras de conservación de eme,5,2025-10-09 15:30:00
1481459-2-LQ25,SERV.DE EJECUIÓN DE OBRAS DE CONSERVACIÓN DE EMERG,5,2025-10-17 17:00:00
1481490-1-LE25,SC 21929 CAMIONETA PARA SENAPRED LOS RÍOS,5,2025-10-14 19:00:00
1488-39-LR25,PPTA 400-25 CONT SERV MANO DE OBRA ESPECIALIZ HHHA,5,2025-10-22 15:00:00
1488-40-LR25,PPTA 389-25 CONT SERV ASEO PARA EL HHHA Y OTRAS DEP,5,2025-10-24 15:00:00
1493-71-LE25,DISEÑO PROYECTO DE PAVIMENTACIÓN DE LAS VEREDAS CALLE ESMERALDA SAN NICOLÁS,5,2025-10-07 12:00:00
1493-72-LE25,CONSTRUCIÓN 01 VIVIENDA EN SITIO PROPIO REGULADO POR EL D.S. N°49 V. Y U. DE 2011 Y SUS MODIFICACIONES,5,2025-10-14 15:10:00
1499-174-LQ25,Servicio de Mantención Preventiva y Correctiva de los Sistemas de Climatización del Instituto Nacional del Tórax ,5,2025-10-06 17:00:00
1499-175-LP25,SERVICIO DE ARRIENDO DE EQUIPOS MÉDICOS POLÍGRAFO Y POLISOMNÓGRAFO ,5,2025-10-15 17:00:00
1499-176-LP25,SERVICIO DE REPOSICIÓN DE OXIGENO LÍQUIDO Y MANTENCIÓN DE ESTANQUE CRIOGÉNICO,5,2025-10-15 17:00:00
1499-177-LE25,MONITOR DESFIBRILADOR CARRO DE PARO Y EQUIPO DE AGITACIÓN ORBITAL TIPO VORTEX,5,2025-10-09 18:38:00
